wikidata_id	count
constituency of the Bauchi state house of assembly	30
constituency of the Rivers state house of assembly	30
motor ship	30
province of the Dominican Republic	30
dependent territory	29
single-family detached home	29
art school	29
national waterways in Germany	29
endorheic lake	29
部落	29
fire station	29
Gasthaus	29
state constituency of Malaysia	29
federated state	29
dog track	29
ES48 Natura 2000	29
city block	29
New Jersey state park	29
academic enclave	29
safari park	29
outlet store	29
odeon	29
administrative region of the Federal District	29
Helsinki district	29
Parish of Nicosia Municipality	29
arrondissement of Morocco	29
historic district in the United States	29
aspect of history	29
Egyptian temple	29
freguesia of Cape Verde	29
黑山市镇	29
county of Utah	29
playhouse	29
comarca of Aragon	29
French sister republic	29
integrated water and power plant	29
pieve	29
群落生境	29
district of Moldova	29
governorate of the Russian Empire	29
bowl barrow	29
district of Mexico	29
refinery	29
municipal arrondissement	29
exclusive economic zone	29
London borough	29
Scottish unitary authority council	29
communal forest	29
chemical plant	29
quarter of Naples	29
alluvial plain	29
working men's club	29
oblast of the Kingdom of Serbs, Croats and Slovenes	29
wildlife management area of Idaho	29
constituency of the Chamber of Deputies of Brazil	29
Council Constituency of Kwai Tsing District	29
quadrangle on the Moon	29
constituency of the Anambra state house of assembly	29
constituency of the Jigawa state house of assembly	29
constituency of the Sokoto state house of assembly	29
judicial district of Peru	29
municipality of the Faroe Islands	29
hanging valley	28
scenic viewpoint	28
self-proclaimed state	28
land-grant university	28
youth center	28
wildlife crossing	28
Nature enclave	28
archaeological museum	28
history museum	28
French formal garden	28
primary school	28
toponym	28
district of Serbia	28
Catholic Archieparchy	28
third-class city	28
non-metropolitan county council	28
shōtengai	28
electoral constituency of the Sejm of the Republic of Poland	28
spit	28
administrative territorial entity of Crimea	28
Little Italy	28
agency of the British Raj	28
retention basin	28
Thesaban Nakhon	28
historically black colleges and universities	28
destroyed city	28
pocket park	28
archaeological park	28
ecclesiastical region	28
province of the Democratic Republic of the Congo	28
Serbian city	28
Gaeltacht	28
folwark	28
subprefecture of São Paulo	28
Lutheran diocese	28
TAFE institute	28
protected area of Canada	28
live house	28
fishing area	28
tannery	28
Arizona legislative district	28
local electoral district of Guerrero	28
koaza	28
constituency of the Chamber of Deputies of Chile	28
constituency of the Benue state house of assembly	28
constituency of the Delta state house of assembly	28
district of Kiel	28
national museum	27
watchtower	27
pilgrimage site	27
district of Malawi	27
small hydro	27
Arizona state park	27
Nevada state park	27
open-access publisher	27
factory complex	27
unitary state	27
hotel building	27
ensemble of small monuments	27
borgo	27
tarn	27
Einheitsgemeinde of Germany	27
favela	27
river source	27
chiefdom	27
concessions in China	27
canton of Switzerland	27
European long-distance path	27
autonomous soviet socialist republic of a union republic of the Soviet Union	27
census subdivision	27
linear village	27
Mississippi state park	27
oblast seat	27
county of Ireland	27
provincial electoral district of Prince Edward Island	27
Residency	27
governorate of Egypt	27
statistical area of Lappeenranta	27
National Estuarine Research Reserve	27
former district of the canton of Bern	27
quarter of Bucharest	27
borough of Bologna	27
constituency of the Federal Senate of Brazil	27
Council Constituency of Tuen Mun District	27
constituency of the Rajya Sabha	27
constituency of the Imo state house of assembly	27
constituency of the Niger state house of assembly	27
bruk	26
regional organization	26
bowling alley	26
private for-profit educational institution	26
largest city	26
plant nursery	26
metropolitan borough of the County of London	26
ward of the City of London	26
Tokyo metropolitan park	26
Speicher	26
comarca	26
borough	26
commune	26
statutory city	26
provinces of Denmark	26
field name	26
Land	26
warehouse district	26
dry lake	26
museum concept	26
réserve naturelle volontaire	26
naval academy	26
city of India	26
county of Western Australia	26
governorate of the Russian Soviet Federative Socialist Republic	26
réserve indienne au Québec	26
district of Northern Ireland (1973 to 2015)	26
condensation power station	26
Council Constituency of Sai Kung District	26
county council	26
entomological reserve	26
former grietenij	26
federative unit of Brazil	26
provincial park of Newfoundland and Labrador	26
borough of Berlin	26
señorio	26
national park of Quebec	26
Wetland Management District	26
Korean junior college	26
district of German East Africa	26
okruha of the Ukrainian SSR	26
constituency of the Italian Chamber of Deputies	26
region of the People's Republic of Romania	26
Basic People's Congress	26
local electoral district of Puebla	26
Council Constituency of Sham Shui Po District	26
constituency of Borno state house of assembly	26
offshore dive site	26
community	25
footbridge	25
protected landscape area	25
assembly hall	25
forum	25
basketball court	25
Interna skiejo	25
Clyde tomb	25
Mediterranean country	25
district of Seychelles	25
cattle corral	25
public housing	25
ship canal	25
административно-территориальное деление Республики Крым	25
communal cinema	25
brickworks	25
upper-tier municipality	25
citadel	25
cultural area	25
gutsbezirk	25
district of Seoul	25
Satrapie achemenidi	25
satrapy of the Sasanian Empire	25
lignite-fired power station	25
provinces of Prussia	25
naval arsenal	25
oblast of the Russian Empire	25
student center	25
uyezd of RSFSR	25
butterfly house	25
district of Latvia	25
bike path	25
nome	25
subdivision of India	25
international tunnel	25
Indiana state park	25
rural community of Senegal	25
quarter of Palermo	25
constituency of the Akwa-Ibom state house of assembly	25
constituency of the Ogun state house of assembly	25
constituency of the Osun state house of assembly	25
Gabbart	25
collection	24
subprefecture-level city	24
Candomblé terreiro	24
railway bridge	24
fazenda	24
historical location	24
faculty	24
daimyo garden	24
province of Cambodia	24
Ogham Stones Cluster Region	24
multiple dwellings	24
strip mall	24
Apel-stones	24
historic ocean	24
cantonal capital of Switzerland	24
residenz	24
mudflat	24
Ancient Roman dam	24
district of Sri Lanka	24
公立大学	24
district of the Isle of Man	24
provincial park of New Brunswick	24
ancient Roman cistern	24
foothills	24
beylik	24
Gord	24
mamoa	24
city of North Korea	24
subdistrict of the canton of Ticino	24
comedy club	24
pine forest	24
lunar mare	24
Regierungsbezirk	24
monastic order	24
county of Norway	24
state of Venezuela	24
episcopal diocese	24
Verbandsgemeinde	24
heat-only boiler station	24
Communes d'arrondissement of Senegal	24
village of Yemen	24
province of Ecuador	24
district of Lebanon	24
covered passages of Paris	24
indigenous territory	24
Maya site in Guatemala‎	24
national forest	24
Micropolitan Statistical Area	24
Catholic particular church sui iuris	24
local electoral district of Nuevo Leon	24
local electoral district of Oaxaca	24
Council Constituency of Wong Tai Sin District	24
Council Constituency of Kowloon City District	24
constituency of the Gilgit Baltistan legislative assembly	24
constituency of the Cross River state house of assembly	24
constituency of the Ekiti state house of assembly	24
constituency of the Enugu state house of assembly	24
constituency of the Nassarawa state house of assembly	24
constituency of the Ondo state house of assembly	24
constituency of the Plateau state house of assembly	24
constituency of the Taraba state house of assembly	24
clothing factory	24
haengjeongdong	24
workshop	23
boundary marker	23
mansio	23
confederation	23
مراکز تحقیقاتی	23
clock tower	23
government building	23
church ruin	23
gated community	23
Periurban Protected Area	23
Shinto shrine	23
steamboat	23
Texas State Historic Site	23
railway town	23
Piarist province	23
winery	23
circuit	23
city with county rights	23
wetenschapsmuseum	23
urban district of North Rhine-Westphalia	23
medium regional center	23
porticoed square	23
stone ship	23
municipal electoral district of Ottawa	23
thoroughfare	23
Brewhouse	23
town of Virginia	23
local government	23
Greek colony	23
province of the Kingdom of the Two Sicilies	23
temperate coniferous forest	23
IUCN category IV: Habitat/Species Management Area	23
county of Ontario	23
Wikimedia disambiguation page	23
township of New Hampshire	23
oblast of Ukraine	23
municipality of Nuevo León	23
worker settlement in Belarus	23
Indigenous territories of Costa Rica	23
dolphinarium	23
Louisiana state park	23
Captaincies of the Spanish Empire	23
province of Sweden	23
province of the Republic of China	23
neighborhood in Boston	23
province of a religious order	23
aquifer	23
parc d'État de l'Idaho	23
narrow-gauge railway	23
museum complex	23
subregion	23
former region of Morocco	23
district of Vienna	23
megachurch	23
Festsaal	23
Royal Ordnance Factory	23
Alabama state park	23
Kansas state park	23
Legislative Council district of South Australia	23
region of Peru	23
local electoral district of Michoacan	23
electoral ward of Brisbane City Council	23
comuna of Colombia	23
constituency of the Abia state house of assembly	23
constituency of the Bayelsa state house of assembly	23
constituency of the Edo state house of assembly	23
constituency of the Gombe state house of assembly	23
constituency of the Kogi state house of assembly	23
constituency of the Yobe state house of assembly	23
constituency of the Zamfara state house of assembly	23
region of Chad	23
Nine-pin bowling alley	23
district of Budapest	23
warship	23
cottage	22
roadway	22
cantref	22
human	22
Olympic Stadium	22
province of Papua New Guinea	22
abbey church	22
boxing gym	22
regional park	22
engenho	22
slaughterhouse	22
傀儡政权	22
department store	22
olive oil mill	22
cliff	22
岸	22
former convent	22
principal area of Wales	22
Military district in the Soviet Union	22
flower garden	22
masia	22
spa	22
neighborhood of Vilnius	22
tuindorp	22
retail area	22
borough of Munich	22
concelho of Cape Verde	22
heritage park	22
Autonomous Youth Centre	22
county of Wyoming	22
crematorium	22
former municipality of Austria	22
special ward of Japan	22
republic of Russia	22
rivulet	22
former bay of Hong Kong	22
Oberamt	22
Area naturale protetta di interesse locale	22
autonomous oblast of a union republic of the Soviet Union	22
regional district of British Columbia	22
Subcomarca	22
district of Portugal	22
constituency of the Kwara state house of assembly	22
Constituency of the National Assembly of South Korea	22
dyeworks	22
county of Sweden	22
ichthyological reserve	22
pastoral area	22
volost	22
communal section of Haiti	22
quarter of Luxembourg City	22
arrondissement	22
iron foundry	22
district of Madrid	22
neighborhood of Alicante	22
district of Zaragoza	22
rural district of Hesse	22
local electoral district of Chihuahua	22
local electoral district of Guanajuato	22
local electoral district of Sinaloa	22
constituency of the Adamawa state house of assembly	22
constituency of the Kebbi state house of assembly	22
province of Brazil	22
governorate of Tunisia	22
family cemetery	22
cargo ship	22
rural district of Rhineland-Palatinate	22
district de Stockholm	22
natural gas processing plant	22
region of Madagascar	22
client state	21
contemporary art gallery	21
hospital building	21
soil series	21
proposed country	21
work of art	21
agora	21
Latin Rite Catholic cemetery	21
country house	21
gate	21
mass grave	21
public bath	21
railway tunnel	21
location	21
governorate of Yemen	21
county of Croatia	21
sub-district of the United States Virgin Islands	21
borough of Alaska	21
unitary authority in Wales	21
allée	21
municipality of Uganda	21
benedictine nunnery	21
natural cultural heritage site	21
archaeological culture	21
district of Tehran	21
county council area	21
oblast	21
triumphal arch	21
neighborhoods of Jacksonville	21
district of Cartagena, Spain	21
lieu-dit	21
rural cemetery	21
rock face	21
sinkhole	21
culture	21
museum farm	21
water gap	21
municipal districts of Sweden	21
area not part of a municipality of Switzerland	21
dead-end station	21
comté du Maryland	21
county of New Jersey	21
general cemetery	21
barrage	21
collegiate church	21
fortified house	21
municipium	21
LLG of Papua New Guinea	21
districts of Somaliland	21
animal theme park	21
Hawaii state park	21
city in Colombia	21
biomass combined heat and power station	21
Herrschaftsgericht	21
province of the People's Republic of China	21
marsh fort	21
quarter of Bremen	21
former voivodeships of the Crown of the Kingdom of Poland	21
constituency of the House of Assembly of Dominica	21
province of Argentina	21
basin	21
mendicant order	21
farm of Norway	21
quarter of Monaco	21
meteorological column	21
department of Guatemala	21
academic district	21
Landtag	21
territorial electoral district of Nunavut	21
Neighborhoods in Zaragoza	21
local electoral district of Sonora	21
local electoral district of Campeche	21
local electoral district of Tamaulipas	21
subdistrict of Botswana	21
constituency of the Ebonyi state house of assembly	21
department of Cisalpin Republic	21
Municipal electoral districts of Quebec	21
grouping of jurisdictions around copyright legislation	21
retirement home	20
Greek sanctuary	20
steppe	20
fjard of a lake	20
sports venue under construction	20
city designated by government ordinance	20
pavilion	20
lecture hall	20
highland	20
community centre (Flanders)	20
state of Germany	20
biogeographic realm	20
sacred grove	20
hydroelectric dam	20
trading post	20
people's republic	20
memorial complex	20
motor vehicle assembly plant	20
showboat	20
military academy	20
pilgrimskyrka	20
walkway	20
seaside park	20
equestrian facility	20
leisure park	20
tourism region	20
winepress	20
rione of Rome	20
republics of the Soviet Union	20
Zamindari estate	20
station located on surface	20
crown land of the Austrian Empire	20
skyway	20
wooden church	20
rural municipality	20
spa park	20
Duchies of Silesia	20
Sloboda	20
former monastery	20
national preserve	20
territorial electoral district of the Northwest Territories	20
Local Service District	20
marginal sea	20
former municipality of Greenland	20
chambered long barrow	20
General Parks in Japan	20
governorate of the Spanish Empire	20
unorganized area of Ontario	20
dispersed settlement	20
mask stone	20
bird park	20
region of Finland	20
water pipeline	20
trade	20
special reserve of Madagascar	20
flea market	20
atoll of the Maldives	20
broch	20
electoral district of Finland	20
land district of Tasmania	20
Quarter of Limassol Municipality	20
historic county of Quebec	20
Métropole	20
Local park of supra-communal interest	20
village of Crimea	20
group of bridges	20
wedge tomb	20
district of Hong Kong	20
district health board of New Zealand	20
local electoral district of Chiapas	20
local electoral district of Jalisco	20
local electoral district of Tabasco	20
Legislative Council district of New South Wales	20
ward of the Aguata legislative council	20
ward of the Igbo-Eze North legislative council	20
ward of the Nsukka legislative council	20
hydroelectric complex	20
noncommercial art gallery	20
war front	20
administrative district of Prague	20
districts of Bhutan	20
district council of Hong Kong	20
hulk	20
training brigade	20
geographic township of Ontario	20
grassland	19
summit level canal	19
遗物	19
single-member district	19
urbanized area	19
region of the Philippines	19
bobsleigh track	19
Christian cemetery	19
Orthodox monastery‎	19
historical cultural heritage site	19
土耳其浴	19
African-American museum	19
conservation area	19
consolidated city-county	19
barrier island	19
roadstead	19
territorial demarcation of the Pious Schools	19
threshing floor	19
destroyed church	19
ancient civilization	19
former French region	19
Napoleonic client state	19
低平火山口	19
harness racing venue	19
climbing area	19
Kunstgraben	19
marina	19
list of Bronx neighborhoods	19
conservation park of New Zealand	19
Islamic cemetery	19
style	19
ice sheet	19
beer brand	19
National Historic Trail	19
flooded village	19
public swimming pool	19
National Conservation Area	19
fort or fortlet on the Antonine Wall	19
city in Alberta	19
Ukrainian historical regions	19
first-level NUTS of the European Union	19
territorial abbey	19
Area of Outstanding Natural Beauty	19
regional council in Sweden	19
skete	19
county of Hungary	19
county of Taiwan	19
parque provincial (Argentina)	19
national park of Guatemala	19
corregimiento departamental of Colombia	19
District of Djibouti	19
commercial gallery	19
rio terà	19
compact rural community	19
province of Mongolia	19
Council Constituency of Tai Po District	19
record pressing plant	19
ward of the Anaocha legislative council	19
ward of the Ihiala legislative council	19
ward of the Khana legislative council	19
ward of the Port-Harcourt legislative council	19
governorate of Iraq	19
district of Valencia	19
institute	18
obelisk	18
Schloss	18
hamlet	18
unicameral legislature	18
sobrado	18
Administrative Region of Quebec	18
apostolic exarchate	18
dune	18
squatter's house	18
pyramid	18
parliament building	18
shell	18
cave monastery	18
ES93 Site of scientific interest	18
Nature Reserve (Integral)	18
concentration camp	18
caravanserai	18
Külliye	18
market	18
funerary structure	18
moorland	18
Carmelite monastery	18
Trappist nunnery	18
educational organization	18
warehouse	18
underground city	18
fashion building	18
musical theater building	18
giant tree	18
province of Cuba	18
cultural heritage site in Slovenia	18
nada	18
scenic park	18
foundation of a house	18
mill building	18
location with peat baths	18
Jewish quarter	18
presque-isle	18
lavoir	18
parish of the Isle of Man	18
group of ponds	18
library network	18
large burgh	18
alpine garden	18
municipal electoral district of Gatineau	18
natural history museum	18
district of Järvenpää	18
municipality of Azerbaijan	18
Chumchon	18
province of Laos	18
selsoviet	18
quarter of Genoa	18
tourist circuit	18
Templar Commandery	18
administrative post of Mozambique	18
Monthon	18
sector of Girona	18
borough of Montreal	18
Экономические районы Азербайджана	18
department of Honduras	18
planning region of Bavaria	18
supercontinent	18
Ortsgemeinde of Rhineland-Palatinate	18
march	18
quarter of the city of Basel, Switzerland	18
department of France in Algeria	18
deanery	18
voe	18
province of Burundi	18
swingle water well	18
administrative territorial entity of the United States	18
local electoral district of Hidalgo	18
local electoral district of Nayarit	18
local electoral district of Zacatecas	18
Ecozones of Canada	18
Council Constituency of North District	18
Council Constituency of Yau Tsim Mong District	18
Council Constituency of Tsuen Wan District	18
state of Sudan	18
archaeological sites in Bangladesh	18
department of Paraguay	18
battleship	18
galleon	18
Osterbrunnen	18
campground amphitheater	18
wildlife refuge	17
studio	17
501(c)(3) organization	17
lock pond	17
integral overseas territory	17
stade de football américain	17
equivalent territory	17
colony	17
former constituency of the Kerala Legislative Assembly	17
riparian forest	17
wedding venue	17
community district of Brooklyn	17
rural district of Thuringia	17
memorial plaza	17
Minnesota state forest	17
boarding school	17
Special Nature Reserve	17
old-growth forest	17
religious building	17
engineering school	17
Group Representation Constituency	17
Macedonian tomb	17
secularized monastery	17
wedding chapel	17
central wholesale market	17
entertainment district	17
Luther city	17
surf spot	17
technopole	17
cinerarium	17
District of Ljubljana	17
forest park in Thailand	17
meeting center	17
archaeological find	17
railway museum	17
Viereckschanze	17
Pflegamt	17
Zona Arqueológica	17
Persian gardens	17
rocca	17
ecovillage	17
pontoon	17
parvis	17
Norse runestone	17
district of Graz	17
voting	17
constituency of the Northern Ireland Assembly	17
volost of the Russian Soviet Federative Socialist Republic	17
Village of Guam	17
Nationalpark	17
geomorphological district	17
archeparchy	17
russian wooden church	17
former Portuguese province	17
ranchería of California	17
local urban district	17
Spuihoin	17
district of the Australian Capital Territory	17
court cairn	17
province of Angola	17
Kaidō	17
îlet	17
shoe factory	17
Delaware state park	17
quarter of the city of Lugano	17
flowing well fountain	17
settlement of Moscow	17
territorial electoral district of Yukon	17
constituency of the chamber of deputies of Paraguay	17
local electoral district of Aguascalientes	17
local electoral district of Baja California	17
Council Constituency of Southern District	17
department of Uruguay	17
ward of the Ikorodu legislative council	17
summer school	17
coke plant	17
barquentine	17
District of Wales	16
concert hall	16
medina quarter	16
housing complex	16
state of Palau	16
urban cluster	16
insular area	16
project	16
buitenplaats	16
shoal	16
gymnasium	16
parament workshop	16
dragstrip	16
constituency of the House of Assembly of St Lucia	16
tree	16
basilica	16
subdistrict of Iraq	16
enclosed settlement	16
Quaker meeting house	16
convent of Carmelite nuns	16
land	16
Thingstätte	16
institution	16
mixed-use development	16
administrative territorial entity of Spain	16
county of Nova Scotia	16
microregion	16
museum-reserve	16
district of France	16
company town	16
neighbourhood of Tartu	16
Districts of Zagreb	16
mill pond	16
oceanic plateau	16
Christian denomination	16
ibón	16
division of Malaysia	16
alcaldía of Mexico City	16
planetarium	16
county of Nevada	16
uyezd	16
Carré militaire	16
separated municipality in Ontario	16
province of British India	16
federal electoral district in Saskatchewan	16
choir tower church	16
protected area section	16
incinerator	16
noble title	16
province of the Kingdom of Lombardy-Venetia	16
district of Manila	16
subdistrict of Mandatory Palestine	16
dredger	16
protected area of Kenya	16
pet cemetery	16
partido of the Spanish Empire	16
oblast of the Russian Soviet Federative Socialist Republic	16
section de commune	16
election	16
night market	16
former voivodeships of the Grand Duchy of Lithuania	16
Benedictine congregation	16
former municipality of Spain	16
wildlife management area of Virginia	16
urban district of Angola	16
stream pool	16
centre LGBT	16
coastal waterfall	16
dammed lake	16
viscountcy	16
submerged rock	16
Rhode Island state park	16
quarter of Bari	16
diocese of the Anglican Church of Canada	16
intermediate school district of Michigan	16
United States National Grassland	16
Constituency of Regional Councilors of Tainan	16
Constituency of Regional Councilors of Pingtung County	16
Kreis in the kingdom of Bavaria	16
local electoral district of Baja California Sur	16
local electoral district of Colima	16
municipal electoral district of Laval	16
regional superintendency of Rio de Janeiro	16
ward of the Ado-Odo/Ota legislative council	16
ward of the Gboko legislative council	16
ward of the Mangu legislative council	16
ward of the Ogba/Egbema/Ndoni legislative council	16
ward of the Southern Ijaw legislative council	16
bus company	16
municipal arrondissement of Marseille	16
inshore dive site	16
skiff	16
province of Rwanda	16
architectural heritage monument in North Rhine-Westphalia	15
auction house	15
tourism office	15
parish union	15
capital of Japan	15
former capital	15
club	15
British overseas territories	15
Washington Natural Area Preserve System	15
multi-sports venue	15
red-light district	15
region of Ghana	15
patriarchate of the Catholic Church	15
geographical area	15
conference room	15
cycling track	15
neighborhood in Somerville	15
Nature Reserve (Wildlife)	15
post office	15
military camp	15
sea fort	15
county	15
administrative territorial entity of Saudi Arabia	15
meeting house	15
second-class city	15
Zapovednik	15
public space	15
colonial power	15
river delta	15
coastal river	15
abandoned architectural structure	15
constituency of the London Assembly	15
valley glacier	15
airport	15
alev	15
metropolitan region of Norway	15
deelgemeente	15
earthwork	15
singel	15
graben	15
industrial park	15
contrada of Siena	15
kart circuit	15
Valley community	15
vicus	15
government	15
marine protected area	15
sheep station	15
county of Arizona	15
landscape park	15
tribal colleges and universities	15
community college district	15
bridle path	15
rione	15
county of Maine	15
aquatic reserve of South Australia	15
greenhouse	15
federal electoral district in Manitoba	15
wayside shrine	15
prefecture of the Central African Republic	15
group of humans	15
borough of Hamburg	15
district of Busan	15
budōkan	15
United States National Marine Sanctuary	15
Alaska state park	15
lake area	15
university of applied sciences	15
military area command of Sweden	15
krai of a union republic of the Soviet Union	15
commune of Medellín	15
residential community	15
youth village	15
district of the canton of Valais	15
adventure park	15
natural arch	15
nomadic confederacy	15
province of Finland	15
amt of Duchy of Berg	15
food market	15
region of New Zealand	15
dog park	15
finger lake	15
stack	15
former movie theater	15
Bezirk	15
mangrove swamp	15
neighborhood of Yemen	15
Parisian cemetery	15
Constituency of the Commonwealth Parliament	15
municipal electoral district of Halifax	15
Constituency of Regional Councilors of Taitung County	15
governorate of the State of Palestine	15
pedway	15
local electoral district of Coahuila	15
local electoral district of Durango	15
local electoral district of Queretaro	15
local electoral district of San Luis Potosi	15
Council Constituency of Central and Western District	15
county of American Samoa	15
ward of the Maiduguri legislative council	15
ward of the Nasarawa legislative council	15
ward of the Obia/Akpor legislative council	15
county of New Brunswick	15
Phyle	15
London fare zone	15
battery storage power station	15
region of Kazakhstan	15
smooth-sided pyramid	15
Regiões da Mauritânia	15
farmhouse	14
region of Spain	14
autonomous community of Spain	14
freguesia	14
Scottish health board area	14
Inuit reserved land	14
Washington Natural Resources Conservation Area	14
heritage district in the Netherlands	14
recording studio	14
moat	14
statutory city of Austria	14
sugarcane plantation	14
fortified line	14
pillbox	14
stud farm	14
rump state	14
type locality	14
theatre festival	14
private mansion	14
fiefdom	14
transcontinental country	14
training ground	14
League of Nations mandate	14
stairs	14
Meteoritické jezero	14
theatre troupe	14
ward of the Kiru legislative council	14
kitesurf spot	14
region of the Czech Republic	14
Interbasin transfer	14
federation	14
diocese of the Roman Empire	14
urban district of the Netherlands	14
restaurant district	14
plantations of the Antilles and Guyana	14
livestock housing	14
British protectorate	14
gristmill	14
river basin district	14
county of Massachusetts	14
county of Vermont	14
Mahajanapada	14
apostolic administration	14
urnfield	14
military school	14
shipbuilding company	14
medical school	14
metropolitan city of Italy	14
architectural heritage monument in Bavaria	14
Hutanger	14
military unit	14
calanque	14
opera company	14
family entertainment center	14
district municipality	14
region of Italy	14
administrative territorial entity of Anguilla	14
intrastate region of Mexico	14
former district of the canton of Vaud	14
borough of Oslo	14
water protection area	14
protected landscape	14
glass factory	14
National okrug of the Russian Soviet Federative Socialist Republic	14
Legoland	14
Maori electorate	14
zone of Nepal	14
census area of Alaska	14
province of Ethiopia	14
Stećci	14
national park of Madagascar	14
district of Ivory Coast	14
settlement council  in Ukraine	14
staircase locks	14
district of Tonga	14
region of Namibia	14
retail building	14
Managed Nature Reserve	14
Sampradaya	14
comarca of Navarre	14
tidal power station	14
District Councils of India	14
wetering	14
sewerage aqueduct	14
Wilderness Protection Area	14
landscape of religious buildings	14
municipality of East Timor	14
district of Nauru	14
order of canons regular	14
parish in Prince Edward Island	14
United States National Seashore	14
neighborhood  park	14
municipal electoral district of Winnipeg	14
iceberg	14
anatomical theatre	14
Constituency of Regional Councilors of Kaohsiung City	14
Constituency of Regional Councilors of Taoyuan City	14
Constituency of Regional Councilors of Taichung	14
communal constituency	14
danchi	14
Department	14
local electoral district of Quintana Roo	14
local electoral district of Yucatan	14
constituency of the Senate of Chile	14
electoral ward of Gold Coast City Council	14
comuna de la ciudad de Buenos Aires	14
region of Chile	14
ward of the Abeokuta South legislative council	14
ward of the Birnin Kebbi legislative council	14
ward of the Yenegoa legislative council	14
province of Cundinamarca Department	14
rural district of Brandenburg	14
Marine Protected Area (OSPAR)	14
flight training squadron	14
neighbourhood of Delhi	14
barrio of El Salvador	14
geographical section of Antonine Wall	14
destroyed monastery	14
region of Senegal	14
lifeboat	14
county of Liberia	14
district of Pori	14
beach club	14
prairie	13
bookstore	13
exhibition room	13
defunct organization	13
art collection	13
exhibition	13
impact crater	13
inscription	13
lowland castle	13
portal tomb	13
boulder	13
pumping station	13
Provincial deputation in Spanish America	13
region of Ethiopia	13
community district of Queens	13
state capital in Germany	13
grand duchy	13
fortified manor house	13
television studio	13
abandoned project	13
pitch	13
bus station	13
windmill	13
episcopal see	13
Wyoming state park	13
North Dakota state park	13
community college in Alberta	13
kyōteijō	13
autonomous administrative territorial entity	13
municipality of Moldova	13
province of South Korea	13
体育馆	13
branch domain	13
retail park	13
political union	13
penal colony	13
military district of Russian Empire	13
rift lake	13
mountain hut	13
kettle	13
city with municipal rights	13
finca	13
veïnat	13
traveling carnival	13
capital of region	13
noria	13
ethnic enclave	13
section of populated place	13
harbor basin	13
Regiones Romae antiquae	13
World War I memorial	13
district of Sierra Leone	13
brewpub chain	13
municipal district in Russia	13
municipal formation in Russia	13
drama school	13
immovable monument	13
mayor–council government	13
henge	13
educational complex	13
region of Somalia	13
village of Bangladesh	13
constituency of Iceland	13
business cluster	13
district of the German Democratic Republic	13
city district of Hanover	13
Somdet Phra Srinagarindra Parks	13
low spot	13
continent	13
borough of Brescia	13
joint technological education district	13
parish of Saint Kitts and Nevis	13
quarter of Saint Lucia	13
Indian reservation	13
historic county of Wales	13
slough	13
religious denomination	13
Hindu denomination	13
former county of Norway	13
Floating market	13
Vrchovina	13
biological park	13
suburb of Rome	13
rampart	13
municipality of the Federated States of Micronesia	13
States-Provincial	13
obec	13
recreation park of South Australia	13
Lapinraunio	13
community settlement	13
diocese of the Church of Denmark	13
panchayat town	13
satellite state	13
ringwork castle	13
brickyard	13
prefecture of Chad	13
wildlife reserve of Quebec	13
quay	13
northern village	13
South Dakota state park	13
electoral district of Malta	13
morgue	13
Pennsylvania Scenic River	13
water sawmill	13
municipal electoral district of Calgary	13
solutional cave	13
Constituency of Regional Councilors of Hsinchu County	13
Constituency of Regional Councilors of Yilan County	13
governorate of Syria	13
local electoral district of Tlaxcala	13
Council Constituency of Wan Chai District	13
municipal electoral district of London, Ontario	13
self-managed social center	13
hanging glacier	13
subdistrict of Israel	13
mixed martial arts training facility	13
district in Spain	13
ward of the Abua/Odual legislative council	13
ward of the Ado Ekiti legislative council	13
ward of the Bama legislative council	13
ward of the Fune legislative council	13
ward of the Gwoza legislative council	13
ward of the Ibadan South East legislative council	13
ward of the Jos North legislative council	13
ward of the Kaduna North legislative council	13
ward of the Kaduna South legislative council	13
ward of the Kano Municipal legislative council	13
ward of the Lafia legislative council	13
ward of the Mushin legislative council	13
ward of the Shagamu legislative council	13
ward of the Zaria legislative council	13
irrigation pumping station	13
city in Gabon	13
archaeological open-air museum	13
Medieval burial ground	13
whaler	13
hopper barge	13
sommergibile tascabile	13
region of Burkina Faso	13
county of Denmark	13
bosquet	13
paróquia da Jamaica	13
effective rural municipality	12
squatting	12
designation for an administrative territorial entity	12
Jōkamachi	12
county of Albania	12
industrial landscape	12
city of Taiwan under Japanese rule	12
provincial or territorial capital city in Canada	12
fair	12
Indigenous Protected Area	12
Indigenous Australian community	12
tourism region of Slovakia	12
边界	12
refugee camp	12
Regionaal Landschap	12
nature conservation area	12
Carnegie library	12
arsenal	12
community district of the Bronx	12
parking lot	12
rural district of Saxony-Anhalt	12
States of Malaysia	12
one-day onsen facility	12
municipal cemetery	12
Marine Reserve	12
underwater area	12
multi-storey urban building	12
police station	12
Lutheran cathedral	12
psychiatric hospital	12
sanatorium	12
levee	12
laboratory	12
tunnel	12
major district of Vaasa	12
village of Ohio	12
agricultural land	12
civil parish with city status	12
private theatre	12
United Nations trust territory	12
Minato Oasis	12
shopping district	12
metropolitan region in Germany	12
hippodrome	12
canton of Luxembourg	12
reien	12
North-west Marine Parks Network	12
basketball venue	12
eating and lodging	12
urban district of Rhineland-Palatinate	12
casal	12
county-administered city	12
weir	12
intersección vial	12
sub-province-level division	12
bakery	12
backwater	12
power canal	12
