wikidata_id	count
university system	39
exchange	39
royal house	39
piarist school	39
county jail	39
local council in Israel	39
private equity firm	39
antiquarian bookstore	39
palazzo	39
geographic entity	39
Belgian noble family	39
Ephorate of Prehistoric and Classical Antiquities	39
annual event	39
cohors quinquagenaria equitata	39
general incorporated association	39
aviation regiment	39
tuberculosis sanatorium	39
maternity hospital	39
Federal service (Russian Federation)	39
political group of the European Parliament	39
French artillery regiment	39
capital of county in Romania	39
former local government of South Australia	39
town of New Jersey	39
railway	38
jewellery shop	38
multiple dwellings	38
municipality	38
Canadian military unit	38
marine unit	38
synod	38
coastal trading vessel	38
free imperial city	38
second largest city	38
ministry of Norway	38
ministry of food	38
Sheriff district court	38
constituent assembly	38
air navigation service provider	38
bitcoin exchange	38
steakhouse	38
scientific library	38
gmina's auxiliary unit	38
Yearly Meeting	38
cooking school	38
research consortium	38
bank branch	38
UCI Women’s WorldTeam	38
municipality of Honduras	38
hardware store chain	38
Comune sparso	38
Almora Urban Cooperative Bank Limited branch	38
Kneippkurort	37
arts educational institution	37
trade union federation	37
theatre museum	37
Viennese coffee house	37
Directorate-General  (Spain)	37
läroverk	37
Joint Other Committee of the UK Parliament	37
church council	37
United States Army Field artillery battalion	37
wax museum	37
occurrence	37
Colegio Profesional	37
state in the Confederation of the Rhine	37
ministry of fisheries	37
Buddhist nunnery	37
dual education system	37
royal family	37
subcommittee	37
"""LGBT ideology"" free zone"	37
photo club	37
reservoir power station	37
geological museum	37
metro station	37
Pirate Party	37
flying club	37
lottery	37
painting	37
regional chamber of commerce	37
video game distribution platform	36
armored brigade	36
Eastern Orthodox church	36
Military police	36
web page	36
hate group	36
blog	36
statutory corporation	36
real estate newspaper	36
Internet television	36
protest	36
police academy	36
agricultural school	36
ministry-owned university	36
computer museum	36
官房	36
pontifical university	36
chamber of deputies	36
sports newspaper	36
Wohnbauministerium	36
Cistercian nunnery	36
hall of residence	36
people's house	36
leisure centre	36
Constituent Department of the State Council	36
gay men's chorus	36
archbishop's palace	36
narrow-gauge railway	36
brass band	36
comprehensive university	36
ice hockey league	36
municipalities of Cyprus Republic	36
Wikimedia private wiki	36
federal electoral district in British Columbia	36
park district	36
cohort	36
savings bank of Spain	36
Government of German Reich	36
Cabinet of South Australia	36
NHS strategic health authority	36
tribus	36
external agency	35
ministry of Japan	35
Roman Catholic archdiocese not metropolitan	35
military ordinariate	35
fitness center chain	35
Baptist newspaper	35
Grundschule	35
Thai government department	35
first-level administrative country subdivision	35
police and crime panel	35
Roman villa	35
worker cooperative	35
Prefectural/Municipal Public Health Institute	35
forestry agency	35
religious military order	35
kennel club	35
country house	35
launch service provider	35
festival	35
Träger der politischen Bildung	35
nation at sport competition	35
international court	35
free and open-source software	35
ice cream parlor chain	35
Zveza	35
Cadet college	35
Chinese dynasty	35
public–private partnership	35
cafeteria	35
operating system	35
business group	35
National Paralympic Committee	35
society of apostolic life	35
trio	35
cohors quinquagenaria peditata	35
specialized bank	35
government in exile	35
fashion museum	35
military facility	35
Christian theological school	35
government region of Prussia	35
cargo liner	35
Infantry Brigade Combat Team	35
administrative region of municipality of Rio de Janeiro	35
municipal okrug of Saint Petersburg	35
state archives section	35
state of South Sudan	35
further education library	35
cultural center	34
design school	34
Meetup group	34
sailing team	34
ryokan	34
agricultural museum	34
television series	34
wind turbine	34
cable channel	34
war memorial	34
university organization	34
Archaeological Survey of India circle	34
ministry of public works	34
large publisher	34
Commission et instance ministérielle consultative ou délibérative	34
tennis club	34
special city of Japan	34
Internal Subdivision	34
sulphur spring	34
diner	34
free operating system	34
fonds	34
sheet music publisher	34
division of an educational institution	34
petty kingdom	34
spa hotel	34
coastal spa	34
customs agency	34
administrative community of Sachsen	34
service club	34
truth and reconciliation commission	34
software project	34
RoPax	34
Filo	34
metropolitan borough council	34
ryūha	34
college athletic conference	34
managed isolation facility	34
isolated infantry casemate	34
politidistrikt	34
residents' association	34
sub-divisional hospital	34
theatre	33
army	33
museum collection	33
Kleinbahn	33
Defence district	33
crowdfunding platform	33
mobile virtual network operator	33
elementary school in the United States	33
house of representatives	33
video production company	33
CEGEP	33
fast food restaurant	33
colony	33
business channel	33
Railway divisions in Germany	33
Luftkurort	33
children's railway	33
cultural foundation	33
Volksgrenadier division	33
rehabilitation hospital	33
oceanographic research ship	33
pyramid scheme	33
cour d'appel	33
archpriesthood	33
Landeskirche	33
stage station	33
Ahmedabad Mercantile Cooperative Bank branch	33
Citi Bank branch	33
postal museum	32
syndicate	32
college of the University of Cambridge	32
online service	32
software as a service	32
Local Internet registry	32
food museum	32
unified school district	32
Catholic Metropolitan Archieparchy	32
wiki with script conversion	32
production team	32
archive building	32
shooting sport association	32
hiking association	32
Chinese restaurant	32
civil decoration	32
community radio	32
puppet theatre	32
port	32
cabinet of Israel	32
collaboration	32
transportation network company	32
mechanized infantry brigade	32
waste-to-energy power station	32
urban district of Bavaria	32
municipal district	32
art library	32
border guard	32
car brand	32
subcamp	32
lake freighter	32
municipality section	32
marquisate	32
association without lucrative purpose	32
gompa	32
school board of Quebec	32
ikastola	32
Government of Ireland	32
Departments and Agencies of Government of Macao	32
Veterans Administration hospital	32
legislature of a Mexican state	32
region of France	32
congressional caucus	32
police tactical unit	32
organic unit	32
sake brewery	32
amphibious cargo ship	32
outlet mall	32
death index	32
separate sapper battalion	32
national beach handball team	32
Zila Sahkari Bank Limited Ghaziabad branch	32
town library	32
multicenter trial	32
women's national cricket team	32
orienteering association	31
federal office of Switzerland	31
volunteer fire department	31
subscription library	31
Directorate-General	31
research council	31
music production company	31
vendor	31
communist newspaper	31
prosecutors office	31
women's club	31
post office	31
veterans’ organization	31
pornographic film studio	31
religious movement	31
Japanese organized crime group	31
Commonwealth realm	31
female monastery	31
mountain	31
bus stop	31
military aviation unit	31
Narrenvereinigung	31
Egyptian dynasty	31
shukuba	31
federal ministry in Russia	31
2010 FIFA World Cup team	31
farmers' market	31
executive authority	31
open joint-stock company	31
monitor	31
urban rail transit	31
local broadcaster in the Netherlands	31
state of Mexico	31
ancient Roman structure	31
government committee	31
Haufendorf	31
village in India	31
furniture manufacturer	31
amphibious transport dock	31
curatorial department	31
orchard	31
former building or structure	31
2014 FIFA World Cup team	31
service medal	31
Battalions of territorial defense in Ukraine	31
faculty of science	31
candidate list of a Dutch election	31
London borough council	31
Cabinet of the Netherlands	31
Senat of the Free and Hanseatic City of Hamburg	31
Tumkur Grain Merchants Cooperative Bank Limited branch	31
village lock-up	31
commune of New Caledonia	31
centre de formation et d'information	31
tribal colleges and universities	30
exhibition room	30
town hall	30
sustainment brigade	30
intelligence unit	30
gay dance club	30
government office	30
United States Army Corps	30
Probation Trust	30
naval aviation	30
app store	30
regional council	30
show mine	30
government secretariat	30
multi-purpose vessel	30
administrative corps	30
social enterprise	30
Real Audiencia	30
temporary work agency	30
cathedral	30
unit group	30
vice-ministerial level university	30
youth orchestra	30
jesuit province	30
grave	30
camera manufacturer	30
amphibious assault ship	30
GmbH	30
bandy association	30
university of applied sciences	30
Government of Hungary	30
service on internet	30
German school abroad	30
research network	30
antique shop	30
mixed choir	30
gasworks	30
Neusprachliches Gymnasium	30
coastal artillery	30
faculty of theology	30
coastal defence ship	30
sloop	30
фонда	30
gristmill	30
training facility	30
Grenadier Division	30
draft document	30
federal electoral district in Alberta	30
data protection supervisory authority	30
schutterij	30
Health and Social Care Partnership	30
minehunter	30
cruise line	30
institut universitaire de technologie	30
prison labour camp	30
Paralympics team	30
detention center	30
Committees of the European Parliament	30
Vidhan Sabha	30
conservation authority	30
Eastern Catholic Church	30
county council of the Republic of Ireland	30
Order Police Regiment	30
Employment Tribunal	30
HSBC Bank branch	30
office for the preservation of historical monuments	29
information ministry	29
virtual museum	29
heritage site in Sweden	29
medical museum	29
guard boat	29
lesbian bar	29
organizational unit	29
film database	29
art society	29
film	29
weapons manufacturing company	29
army aviation component	29
House of Lords General Committee	29
content management system	29
catalogue	29
consumer organization	29
federated state	29
Science High School	29
all-female band	29
international broadcasting	29
safari park	29
skiing association	29
ONLUS	29
administrative region of the Federal District	29
lodging	29
investment bank	29
light aircraft carrier	29
national under-23 association football team	29
2006 FIFA World Cup team	29
Direct bank	29
ministry of Hungary	29
event	29
Bible society	29
film museum	29
state research institution	29
French sister republic	29
nation	29
stationer's	29
2018 FIFA World Cup team	29
integrated water and power plant	29
hussar regiment	29
general staff	29
quasi-autonomous non-governmental organisation	29
Unité Propre de Recherche	29
police complaints authority	29
confectionery company	29
refinery	29
free economic zone	29
Wikinews language edition	29
Scottish unitary authority council	29
policy bureau of the Government Secretariat of Hong Kong	29
special intervention unit	29
presidential term	29
Cabinet of Canada	29
French Army corps	29
Cabinet of Malta	29
chemical plant	29
presidency	29
women's national beach handball team	29
Cabinet of South Africa	29
Deogiri Nagari Sahakari Bank Limited Aurangabad branch	29
U-boat flotilla	29
municipal arrondissement	29
working men's club	29
Janaseva Sahakari Bank Limited branch	29
municipality of the Faroe Islands	29
Israeli magistrate court	29
patent office	28
town house	28
non-ministerial government department	28
mine countermeasures vessel	28
medical device company	28
Jewish newspaper	28
constituency association	28
Tatchū	28
magnet school	28
Catholic Archieparchy	28
third-class city	28
non-metropolitan county council	28
Autonomous agency	28
information centre	28
station building	28
travel website	28
Dienststelle	28
town divided by border	28
self-proclaimed state	28
national section of TEJO	28
youth ministry	28
Thesaban Nakhon	28
beer brand	28
Hochschule	28
historical territory	28
tannery	28
ministry of Yemen	28
mass movement in the Deutsche Demokratische Republik	28
ecclesiastical region	28
administrative sector	28
minelaying submarine	28
retailer	28
booking agency	28
archaeological park	28
zoological museum	28
Transport express régional	28
Lutheran diocese	28
TAFE institute	28
secret police	28
Military Police	28
secondary national association football team	28
DBS Bank India branch	28
foundation	27
social center	27
restaurant	27
gymnasium	27
local heritage association in Sweden	27
television program	27
flight school	27
news photo agency	27
Kaibōkan	27
research station	27
troopship	27
chiefdom	27
party newspaper	27
small hydro	27
video game	27
Intergemeentelijke Onroerend erfgoed Dienst	27
sixth form college	27
factory complex	27
car rental company	27
music library	27
Canadian legislative assembly	27
online magazine	27
construction ministry	27
unitary state	27
temple	27
government building	27
archaeological record	27
timber-framed building	27
izakaya	27
windmill	27
confectionery store	27
Islamic denomination	27
publishing platform	27
sixth-rate	27
ethnological museum	27
Einheitsgemeinde of Germany	27
canton of Switzerland	27
Casada Novissima	27
fortified town	27
former populated place	27
floating production storage and offloading	27
cantonal library	27
large torpedo boat	27
second-rate	27
arts council	27
Major Commands of the United States Air Force	27
flotilla	27
local radio station	27
provincial electoral district of Prince Edward Island	27
unfinished novel	27
campaign for the 2016 United States presidential election	27
musical instrument maker	27
European political party	27
prison for women	27
British infantry regiment	27
National Estuarine Research Reserve	27
Rosenwald School	27
railway workshops	27
United Nations Climate Change conference	27
miyake	27
municipality seat	26
federal office	26
clergy house	26
lighthouse	26
bruk	26
kommunaler Spitzenverband	26
Controlled Integrated School	26
de facto consulate	26
former school building	26
theatre festival	26
regional hospital center	26
architectural heritage monument	26
national American football team	26
superior court	26
ministry of Italy	26
department of the Australian Government	26
discount store	26
Naalakkersuisut	26
resort town	26
conservatoire à rayonnement régional	26
xenodocheion	26
regional organization	26
Burgstall	26
state public library	26
news aggregation website	26
cryptocurrency exchange	26
LGBT archive	26
Linux Foundation Project	26
statutory city	26
national under-15 association football team	26
museum of culture	26
ministry of France	26
Land	26
ministry of Algeria	26
Volksschule	26
children's choir	26
zaibatsu	26
studio school	26
naval academy	26
centre hospitalier (France)	26
plant nursery	26
design company	26
veterinary hospital	26
condensation power station	26
educational stage	26
irredentism	26
former grietenij	26
county council	26
parliamentary group of the Congreso de los Diputados in Spain	26
Tweede Kamerfractie	26
mixed martial arts organization	26
Korean junior college	26
Geneeskundige en Gezondheidsdienst	26
mechanics' institute	26
señorio	26
Legislative Assembly of Brazilian states	26
Ephorate of Byzantine and Post-Byzantine Antiquities	26
Senate of Berlin	26
primary unit library	26
United States infantry regiment	26
Imperial Japanese Army infantry division	26
réserve indienne au Québec	26
Crown entity	25
Bundestag committee	25
photography museum	25
dance school	25
United States Army infantry brigade	25
employer	25
headquarters	25
military aviation command	25
online shopping	25
web application	25
gay newspaper	25
student center	25
public archive	25
version, edition, or translation	25
Mediterranean country	25
public library of Japan	25
floorball association	25
cricket federation	25
meta-organization	25
Korporationsverband	25
regional state administration	25
bingo hall	25
local history archive	25
ministry in the government of Luxembourg	25
community school	25
specialized agency of the United Nations	25
athenaeum	25
brickworks	25
naval arsenal	25
sound archive	25
forest ministry	25
irregular military	25
statutory board of the Singapore Government	25
upper-tier municipality	25
cantonal archive	25
tramway museum	25
ore mine	25
mortgage bank	25
Satrapie achemenidi	25
satrapy of the Sasanian Empire	25
recurring sporting event	25
lignite-fired power station	25
railway hotel	25
Azienda Socio Sanitaria Territoriale	25
medical university	25
Mexican cartel	25
lancers regiment	25
butterfly house	25
konditorei	25
County Administrative Board	25
cruise missile submarine	25
Civil Police of Brazil	25
bank holding company	25
quarter of Hamburg	25
Australian rules football league	25
school of economic thought	25
Cabinet of Armenia	25
Cabinet of the Federal Republic of Germany	25
sheep station	25
county municipality	25
The Vishweshwar Sahakari Bank Limited branch	25
graduate degree program	24
marines	24
employees' union	24
dragoon regiment	24
paddle steamer	24
education museum	24
United States Army Air Defense Artillery Regiment	24
British Armoured Brigade	24
nature reserve	24
military base	24
open-source software	24
incorporated educational institution	24
health trust	24
sovereign wealth fund	24
polity	24
mountain hut	24
media franchise	24
subprefecture-level city	24
boys' high school	24
university in Ontario	24
ConRo ship	24
startup accelerator	24
regional library	24
Inari shrine	24
pumping station	24
masia	24
Oblast Council	24
ministry of Chile	24
generalist television channel	24
pay television	24
lightweight Linux distribution	24
mobile operating system	24
religion	24
Catholic particular church sui iuris	24
nakhararq	24
People's Commissariat	24
deemed university	24
beylik	24
fazenda	24
pop duo	24
review article	24
logistics provider	24
cavalry regiment	24
cantonal capital of Switzerland	24
infoshop	24
littoral combat ship	24
Landing Ship Medium (Transport)	24
brokerage firm	24
coworking space	24
clothing factory	24
Field Army	24
order of merit	24
train ferry route	24
Regierungsbezirk	24
monastic order	24
heat-only boiler station	24
episcopal diocese	24
independentism	24
group of structures or buildings	24
Verbandsgemeinde	24
bandera	24
Cluster of Excellence	24
outpost	24
Government of Sweden	24
Elorn-class	24
state of Venezuela	24
cantonal bank	24
Janakalyan Sahakari Bank Limited branch	24
federal police	23
Roman College	23
local editorial team	23
marine regiment	23
school unit	23
District Policing Partnership	23
Imperial Japanese Navy fleet	23
media conglomerate	23
closed wiki	23
Piarist province	23
business incubator	23
miscellaneous school	23
tenants' union	23
election campaign	23
barn	23
state order	23
supercarrier	23
payment system	23
Brewhouse	23
town of Virginia	23
Seebäderschiff	23
anarchist school of thought	23
educational technology	23
public authority	23
city with county rights	23
tour operator	23
noble title	23
medium regional center	23
campaign	23
leper colony	23
county of Ontario	23
urban district of North Rhine-Westphalia	23
ship class	23
tractor brand	23
LNG carrier	23
municipality of Nuevo León	23
megachurch	23
seafarers' mission	23
aktiebolag	23
Spanish Foundation	23
electronic music organization	23
lazaretto	23
former educational institution	23
dolphinarium	23
refectory	23
interview	23
polling place	23
mansio	23
Wikivoyage language edition	23
maquis	23
province of a religious order	23
regional body for sports in Norway	23
school newspaper	23
secret service	23
building society	23
Conservatorio profesional de música	23
Historical Commission	23
register office	23
Cabinet of Serbia	23
société	23
Royal Ordnance Factory	23
preprint server	23
municipal electoral district of Ottawa	23
Cabinet of Bolivia	23
U.S. Army armored cavalry regiment	23
abandoned proposed controlled-access highway	23
state general hospital	23
Landing Ship Medium (Rocket)	23
general partnership	22
education	22
secondary school	22
radio channel	22
bureau de change	22
State Secretariat of Brazil	22
icebreaker	22
women's sports team	22
minor party	22
boxing gym	22
grant maintained integrated school	22
industry	22
airborne infantry brigade	22
publication	22
regional park	22
傀儡政权	22
ELIXIR Node	22
legal name	22
Cabinet of Moldova	22
video game news website	22
diet	22
ministry of religious affairs	22
national liberation movement	22
written work	22
collier	22
full-rigged ship	22
ministry of War	22
regional parliament of Russia	22
youth council	22
ministry of science and technology	22
student club	22
fanfare orchestra	22
former convent	22
private mansion	22
streaming media	22
Military district in the Soviet Union	22
United Nations Depository Library	22
seiyū vocalist group	22
marketplace	22
discontinued post office	22
sex museum	22
parliamentary library	22
ministry of Cyprus Republic	22
concelho of Cape Verde	22
Holocaust museum	22
special district	22
Autonomous Youth Centre	22
OKB	22
residenz	22
former municipality of Austria	22
special ward of Japan	22
aspect of history	22
rebellion	22
composition school	22
station	22
genootschap	22
republic of Russia	22
living museum	22
major military unit	22
attached organization	22
artillery battalion	22
standing committee of the House of Commons of Canada	22
engenho	22
regional district of British Columbia	22
dyeworks	22
pastoral area	22
Denkmalfachbehörde	22
ACM special interest group	22
Local football championships of Greece	22
regimental museum	22
Indigenous Knowledge Centre	22
établissement public à caractère industriel et commercial	22
chamber of commerce in France	22
iron foundry	22
Austrian Federal Government	22
air medical services	22
Luftwaffe Field Division	22
Higher education and research cluster	22
cantonal legislatures of Switzerland	22
fleet submarine	22
WikiProject focus list	22
24 Hours of Le Mans entry	22
Cabinet of Ministers of Ukraine	22
Council of Ministers of Nepal	22
Vasai Vikas Sahakari Bank Limited branch	22
parliamentary group of the Parliament of Catalonia	22
The Municipal Cooperative Bank Limited branch	22
Cabinet of Malaysia	22
district de Stockholm	22
cancelled event due to the COVID-19 pandemic	22
natural gas processing plant	22
region of Madagascar	22
specialized higher education institution	21
contemporary art gallery	21
order of knighthood for women	21
waterway trust	21
armored battalion	21
mausoleum	21
architectural museum	21
client state	21
suku	21
Catholic newspaper	21
monthly newspaper	21
public bath	21
domain name registrar	21
wellbeing services county	21
Wikimedia duplicated page	21
thatched pub	21
unitary authority in Wales	21
bunko	21
municipality of Uganda	21
infrastructure ministry	21
benedictine nunnery	21
subscription	21
reference library	21
Affiliated institution	21
library group	21
organized crime group	21
tram-train	21
retail	21
emergency medical services	21
disciplinary research data infrastructure	21
dubbing studio	21
chamber choir	21
Landtag	21
Android distribution	21
county of New Jersey	21
bunker	21
champagne house	21
military medical unit	21
barrage	21
Wikimedia special project	21
mounted infantry regiment	21
sitio arqueológico de la antigua Grecia	21
Gemeinschaftsschule	21
animal theme park	21
middle school in Italy	21
parliament of a Canadian province or territory	21
collegiate church	21
Gesellschaft mit beschränkter Haftung	21
Group of universities and institutions (France)	21
biomass combined heat and power station	21
Carnival block	21
chartered company	21
national higher engineering school	21
reading room	21
peace museum	21
Jagdgeschwader	21
office	21
protestant church building	21
royal palace	21
tank destroyer battalion	21
Landratsamt	21
online publisher	21
mendicant order	21
aviso	21
academic district	21
Government of Latvia	21
museum farm	21
intermunicipal community of Portugal	21
review aggregator	21
Indian Institutes of Technology	21
territorial electoral district of Nunavut	21
optician chain	21
transport megaproject	21
Barbershop chorus	21
district of Cartagena, Spain	21
Municipal electoral districts of Quebec	21
Tenman-gū	21
national trust	20
technology ministry	20
art gallery	20
place of worship	20
dynastic order of knighthood	20
detachment	20
tug	20
armored division	20
training brigade	20
House of Commons Other Committee	20
Armor Regiment	20
Japanese girls' school	20
community health center	20
city designated by government ordinance	20
podcast directory	20
New muixeranga	20
community centre (Flanders)	20
state of Germany	20
Regional Council in Italy	20
education program	20
Łista sìvega	20
people's republic	20
fictional music group	20
motor vehicle assembly plant	20
sole chamber	20
news	20
mass media	20
planning ministry	20
transmission system operator	20
warehouse	20
public policy school	20
Japanese garden	20
development bank	20
fine dining restaurant	20
census division of Canada	20
Mexican Secretariat of State	20
equestrian facility	20
aggregator	20
bookseller	20
ministry of Quebec	20
art exhibition	20
synagogue desecrated	20
cadet branch	20
train category	20
friendly society	20
front organization	20
An-Institut	20
Russian noble family	20
rural municipality	20
NHK	20
village with a church	20
gokoku shrine	20
Duchies of Silesia	20
former monastery	20
Landesvertretung	20
territorial electoral district of the Northwest Territories	20
hydroelectric dam	20
Church of England school	20
noncommercial art gallery	20
commandry	20
Local Service District	20
Numbered Air Force	20
former municipality of Greenland	20
mutual organization	20
efterskole	20
coachbuilder	20
unorganized area of Ontario	20
Panzer corps	20
community project	20
autonomous government	20
republics of the Soviet Union	20
Secretariat of State of Spain	20
Delegation of the Government of the Generalitat de Catalunya	20
bird park	20
national cycling team with sponsor name	20
public transport network	20
national railway	20
Political parties in Russia	20
historic county of Quebec	20
agricultural cooperative	20
artillery unit	20
police band	20
Studentenwerk	20
district health board of New Zealand	20
development corporation	20
antiquarium	20
Métropole	20
heritage cell	20
regional government in Italy	20
flea market	20
horse cavalry regiment	20
artillery group	20
FOSDEM	20
هتل آپارتمان	20
roadhouse	20
collective population entity of Spain	20
Indian Postal circle	20
district council of Hong Kong	20
geographic township of Ontario	20
water tower	19
textile museum	19
ballet school	19
location	19
brasserie	19
group	19
government library	19
film society	19
airport	19
Ukrainian ministries	19
United States Army Signal Battalion	19
fighter squadron	19
computing platform	19
judicial council	19
editorial collection	19
podcast	19
military authority	19
culture	19
two biblical humans	19
Riksdag committee	19
anarchist newspaper	19
community newspaper	19
independent business	19
media	19
Setsumatsusha	19
recruitment agency	19
employment agency	19
autonomous university	19
highway renumbering project	19
consolidated city-county	19
territorial demarcation of the Pious Schools	19
fencing club	19
theatre chain	19
Napoleonic client state	19
fusion museum	19
railway association	19
dansband	19
market hall	19
former railway station	19
board of supervisors	19
map publisher	19
profession	19
Orthodox monastery‎	19
artist-in-residence	19
military junta	19
Hesder	19
Federal Ministry in Germany	19
Wikimedia category	19
association of the Christian faithful	19
online music store	19
record pressing plant	19
attached high school	19
replenishment ship	19
accepted NFDI consortium	19
former jesuit school	19
Reichsbahndirektion	19
ministry of the Netherlands	19
Hindu denomination	19
road	19
international financial institution	19
integrated device manufacturer	19
unitary enterprise	19
Unified Combatant Commands	19
literary archive	19
beach	19
ministry of Catalonia	19
communal council in Luxembourg	19
city of Argentina	19
sport association	19
dōjin circle	19
Tuscan museum of regional importance	19
territorial abbey	19
album	19
Santa Casa da Misericórdia	19
Italian noble family	19
women's hospital	19
dental clinic	19
pharmacy school	19
regional council in Sweden	19
Central Committee	19
polder	19
print room	19
city in Alberta	19
badminton team	19
region of the Philippines	19
经济特区	19
floorball league	19
beverage shop	19
village of Ukraine	19
area army	19
Ambarnath Jaihind Co-Op Bank Ltd Ambarnath branch	19
air brigade	19
medical corps	18
investment trust	18
abbey church	18
alcohol brand	18
residence	18
division	18
Crown corporation of Canada	18
second national rugby union teams	18
Administrative Region of Quebec	18
special operations unit	18
specialist law enforcement agency	18
United States federal executive department	18
apostolic exarchate	18
United States Army Engineer Brigade	18
United States Navy Fleet	18
German Empire field army	18
U.S. corporation	18
airborne infantry battalion	18
cave monastery	18
hip hop collective	18
conference room	18
Idol group	18
contemporary art museum	18
Carmelite monastery	18
imperial guard	18
web service	18
ministries of Denmark	18
ministry of Timor-Leste	18
certificate authority	18
Trappist nunnery	18
Iglesia de los escolapios	18
emergency service	18
executive agency	18
Radfahrerbund	18
public office	18
open-air theatre	18
abandoned architectural structure	18
committee of the Norwegian Storting	18
terrorist group	18
optical telescope	18
specialised publisher	18
art publisher	18
dukedom of Spain	18
fan club	18
women's ministry	18
lock	18
alpine garden	18
heritage society	18
municipality of Azerbaijan	18
presidential library	18
land trust	18
Wikimedia community project	18
public school	18
championship	18
Her Majesty's Canadian Ship	18
selsoviet	18
financial endowment	18
Internship program	18
national Church	18
audio recording	18
air force unit	18
urban project	18
naval aviation component	18
Collaborative Research Centre	18
borough of Montreal	18
state department of motor vehicles	18
Wikiversity language edition	18
pet store	18
regional bank	18
Soobrazitelny-class destroyer	18
Gewandhaus	18
city in Colombia	18
Ortsgemeinde of Rhineland-Palatinate	18
city	18
march	18
state police in the United States	18
offshore radio	18
Spanish regional parliament	18
Government of the Czech Republic	18
deanery	18
dock landing ship	18
combine	18
finance	18
administration municipale en France	18
upper secondary school	18
municipal electoral district of Gatineau	18
district hospital	18
Luftwaffe artillery regiment	18
The Kerala State Co Operative Bank Limited branch	18
Surat National Cooperative Bank Limited branch	18
state of Sudan	18
company health insurance	18
special sports organization in Sweden	17
supraorganization	17
squatting	17
limited liability partnership	17
United States Army Field artillery brigade	17
suburb	17
street	17
royal guard	17
regiment	17
junta	17
major railway company	17
federation	17
self-regulatory organization	17
plan	17
equivalent territory	17
Republic of Korea Armed Forces Hospital	17
Senedd Committee	17
train service	17
vocational college in Germany	17
British Fleet	17
web hosting service	17
Minnesota state forest	17
townhouse	17
tabloid	17
newspaper of record	17
university in Quebec	17
nave appoggio idrovolanti	17
congress	17
consumer ministry	17
secularized monastery	17
oratory	17
information school	17
floating restaurant	17
defense contractor	17
performing arts presenting organization	17
chamber of rhetoric	17
municipal enterprise	17
European Commission	17
tribute band	17
bookmaker	17
backing band	17
regional local government in South Korea	17
standing committee of National Assembly	17
specialized Esperanto association	17
Bundesministerium	17
minor seminary	17
korfball club	17
Japanese clans	17
Luther city	17
Pflegamt	17
feminist movement	17
humanistic gymnasium	17
Adult education centre (Germany)	17
Staatscommissie	17
extermination camp	17
Esperanto clubselk7	17
first-rate	17
children's library	17
ecovillage	17
státní podnik	17
air defense unit	17
Engineering College	17
secure unit for children	17
骑兵	17
soviet	17
Polizeipräsidium	17
mill building	17
piano trio	17
training organization	17
submarine chaser	17
valley	17
business unit	17
Village of Guam	17
archeparchy	17
local urban district	17
artistic association	17
Boutique-Hotel	17
United Nations General Assembly ordinary session	17
Cabinet of Lithuania	17
Maison d'arrêt	17
shoe factory	17
'Ndrina	17
Sainik School	17
Chinese national-type primary school	17
summer school	17
Urgent care center	17
territorial electoral district of Yukon	17
sports equipment manufacturer	17
Cabinet of Lebanon	17
failed terrorism plot	17
regional government of Chile	17
Heimatortsgemeinschaft	17
Indian Railways zone	17
video game project	17
Wiki Exploration Program	17
coke plant	17
pottery studio	16
atelier	16
multinational military coalition	16
medical research center	16
military archive	16
auditorium	16
kissaten	16
501(c) organization	16
Military Intelligence Brigade	16
United States Signals Brigade	16
armored unit	16
Cercanías	16
parliament building	16
furniture shop	16
mass-market retailing	16
online music database	16
hedge fund	16
proprietary software	16
mixed service unit	16
radio program	16
railway network	16
Dutch resistance newspaper	16
parament workshop	16
service department of the European Commission	16
Aboriginal and Torres Strait Islander corporation	16
museum of modern art	16
largest city	16
convent of Carmelite nuns	16
Court of Audit	16
digital newspaper	16
coal mine	16
pornographic actor or erotic model database	16
regional newspaper	16
motor club	16
ministerial council	16
disputed territory	16
private company limited by guarantee	16
religious building	16
分校	16
hot spring	16
accident investigation agency	16
track and field athletics federation	16
scouting	16
human-geographic territorial entity	16
Self-Defense Forces Hospital	16
professional training college	16
appendage	16
county of Nova Scotia	16
microregion	16
high IQ society	16
employment website	16
search engine	16
national under-18 association football team	16
public relations agency	16
sibling trio	16
museum-reserve	16
polling organization	16
executive department of the government of Puerto Rico	16
music distributor	16
radio telescope	16
officially recognized private school	16
county courthouse	16
pub chain	16
Greek colony	16
count	16
Belarusian noble family	16
location with peat baths	16
lake	16
military operation	16
specialist hospital	16
airborne infantry regiment	16
separated municipality in Ontario	16
Paradores de Turismo de España	16
college of Durham University	16
miniature park	16
federal electoral district in Saskatchewan	16
constituent college	16
hosting foundation	16
artist museum	16
pharmaceutical industry	16
cooperation	16
fifth-rate	16
community interest company	16
centre LGBT	16
council of governments	16
Höhere Technische Lehranstalt	16
public collection	16
Hámor	16
fish and chip shop	16
controlled-access highway	16
French cavalry regiment	16
national development bank	16
Council of State	16
hardware store	16
private limited liability company	16
Benedictine congregation	16
École nationale supérieure	16
learning resource centre	16
futsal league	16
horse stud farm	16
viscountcy	16
National Park Authority	16
cruiseferry	16
high court of justice of Spain	16
former French region	16
quarter of Milan	16
legislature of a Chilean region	16
diocese of the Anglican Church of Canada	16
intermediate school district of Michigan	16
Community Health Council	16
former municipality of Spain	16
